,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
0,1000045,NICHOLAS FINANCIAL INC,8-K,2020-10-30,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-049109.txt,False
1,1000045,NICHOLAS FINANCIAL INC,8-K,2020-11-13,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-053737.txt,False
2,1000045,NICHOLAS FINANCIAL INC,8-K,2020-12-11,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-056797.txt,False
3,1000045,NICHOLAS FINANCIAL INC,8-K,2020-12-11,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-056823.txt,False
4,1000209,MEDALLION FINANCIAL CORP,8-K,2020-10-30,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-282589.txt,False
5,1000209,MEDALLION FINANCIAL CORP,8-K,2020-11-02,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-283354.txt,False
6,1000209,MEDALLION FINANCIAL CORP,8-K,2020-12-23,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-326023.txt,False
7,1000228,HENRY SCHEIN INC,8-K,2020-11-02,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-20-000064.txt,False
8,1000229,CORE LABORATORIES N V,8-K,2020-10-15,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-046529.txt,False
9,1000229,CORE LABORATORIES N V,8-K,2020-10-16,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-046660.txt,False
10,1000229,CORE LABORATORIES N V,8-K,2020-10-21,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-047118.txt,False
11,1000229,CORE LABORATORIES N V,8-K,2020-12-17,https://www.sec.gov/Archives/edgar/data/1000229/0001193125-20-319601.txt,False
12,1000230,OPTICAL CABLE CORP,8-K,2020-12-22,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-20-025785.txt,False
13,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2020-10-30,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-20-012096.txt,False
14,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2020-10-29,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-20-119083.txt,False
15,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2020-11-02,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-20-120591.txt,False
16,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2020-11-05,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-20-121789.txt,False
