,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
0,1000045,NICHOLAS FINANCIAL INC,8-K,2022-07-18,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-012768.txt,False
1,1000045,NICHOLAS FINANCIAL INC,8-K,2022-07-22,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-012923.txt,False
2,1000045,NICHOLAS FINANCIAL INC,8-K,2022-07-29,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-013511.txt,False
3,1000045,NICHOLAS FINANCIAL INC,8-K,2022-08-17,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-017554.txt,False
4,1000045,NICHOLAS FINANCIAL INC,8-K,2022-08-30,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-017872.txt,False
5,1000045,NICHOLAS FINANCIAL INC,8-K,2022-08-30,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-017875.txt,False
6,1000045,NICHOLAS FINANCIAL INC,8-K,2022-08-30,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-017915.txt,False
7,1000045,NICHOLAS FINANCIAL INC,8-K,2022-09-15,https://www.sec.gov/Archives/edgar/data/1000045/0000950170-22-018553.txt,False
8,1000209,MEDALLION FINANCIAL CORP,8-K,2022-07-27,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-22-203408.txt,False
9,1000228,HENRY SCHEIN INC,8-K,2022-08-02,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-22-000053.txt,False
10,1000229,CORE LABORATORIES N V,8-K,2022-07-27,https://www.sec.gov/Archives/edgar/data/1000229/0000950170-22-013124.txt,True
11,1000229,CORE LABORATORIES N V,8-K,2022-07-27,https://www.sec.gov/Archives/edgar/data/1000229/0000950170-22-013231.txt,True
12,1000230,OPTICAL CABLE CORP,8-K,2022-07-07,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-22-016819.txt,False
13,1000230,OPTICAL CABLE CORP,8-K,2022-09-13,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-22-022312.txt,False
14,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2022-07-15,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-22-079963.txt,False
15,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2022-08-11,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-22-089345.txt,False
16,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2022-08-29,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-22-095394.txt,False
